label,input
normal,2023-11-15T00:33:30.000Z hostapd: wlan0: STA 02:00:00:00:08:bf IEEE 802.11: authenticated
error,"2023-11-14T23:42:20.150Z hostapd: wlan0: STA 02:00:00:00:05:91 IEEE 802.11: authentication rejected, status_code=13"
normal,2023-11-15T01:25:55.000Z hostapd: wlan0: STA 02:00:00:00:0c:08 IEEE 802.11: authenticated
error,2023-11-14T22:44:30.050Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,2023-11-15T01:26:25.150Z kernel: wlan0: deauthenticating from 02:11:22:33:44:55 by local choice (Reason: 7)
error,2023-11-15T01:01:50.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=8
error,2023-11-14T22:39:35.150Z hostapd: wlan0: STA 02:00:00:00:01:a0 WPA: EAPOL-Key timeout
error,2023-11-15T00:20:05.100Z hostapd: wlan0: STA 02:00:00:00:07:ea WPA: PTKSTART: 4-way handshake failed after retransmission
error,2023-11-14T23:38:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
normal,2023-11-15T01:02:45.250Z dnsmasq-dhcp[411]: DHCPINFORM(wlan0) 10.0.0.87 02:00:00:00:0a:96
normal,2023-11-15T00:30:40.000Z hostapd: wlan0: STA 02:00:00:00:08:95 IEEE 802.11: authenticated
error,2023-11-15T00:15:30.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,2023-11-15T00:11:00.500Z kernel: wlan0: TX status timeout for EAPOL frame
error,2023-11-15T00:44:35.150Z hostapd: wlan0: STA 02:00:00:00:09:70 WPA: EAPOL-Key timeout
normal,2023-11-15T00:50:20.000Z hostapd: wlan0: STA 02:00:00:00:09:d1 IEEE 802.11: authenticated
normal,2023-11-15T01:10:05.050Z hostapd: wlan0: STA 02:00:00:00:0b:0a IEEE 802.11: associated (aid 6)
normal,2023-11-15T01:32:20.000Z hostapd: wlan0: STA 02:00:00:00:0c:71 IEEE 802.11: authenticated
normal,2023-11-15T00:54:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
normal,2023-11-15T00:46:35.050Z hostapd: wlan0: STA 02:00:00:00:09:94 IEEE 802.11: associated (aid 1)
error,2023-11-14T22:28:05.300Z hostapd: wlan0: STA 02:00:00:00:00:ea WPA: 4-way handshake information element mismatch
error,2023-11-14T22:26:50.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=8
error,2023-11-15T00:25:05.300Z hostapd: wlan0: STA 02:00:00:00:08:3a WPA: 4-way handshake information element mismatch
error,2023-11-14T23:40:35.550Z dhclient[532]: No working leases in persistent database - sleeping.
error,2023-11-15T01:22:40.350Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:0b:d5
normal,2023-11-14T22:44:00.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:01:e9
normal,2023-11-15T01:21:20.100Z hostapd: wlan0: STA 02:00:00:00:0b:bd IEEE 802.11: associated (aid 2)
normal,2023-11-14T23:47:35.000Z hostapd: wlan0: STA 02:00:00:00:05:e4 IEEE 802.11: authenticated
normal,2023-11-14T22:42:35.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:01:d4
normal,2023-11-15T00:20:45.050Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.87 02:00:00:00:07:f6
error,2023-11-15T01:10:35.150Z hostapd: wlan0: STA 02:00:00:00:0b:10 WPA: EAPOL-Key timeout
normal,2023-11-14T23:09:25.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-SIGNAL-CHANGE above=1 signal=-61 noise=9999 txrate=144400
normal,2023-11-15T01:06:55.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:0a:d8
normal,2023-11-15T00:26:35.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:08:54
error,2023-11-15T00:34:00.450Z kernel: wlan0: firmware crashed while processing association response
normal,2023-11-15T00:57:40.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:0a:45
normal,2023-11-15T00:15:15.050Z hostapd: wlan0: STA 02:00:00:00:07:9c IEEE 802.11: associated (aid 1)
normal,2023-11-15T00:59:45.050Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.87 02:00:00:00:0a:66
normal,2023-11-14T22:48:10.050Z hostapd: wlan0: STA 02:00:00:00:02:2b IEEE 802.11: associated (aid 1)
normal,2023-11-15T00:55:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
normal,2023-11-15T00:50:45.250Z dnsmasq-dhcp[411]: DHCPINFORM(wlan0) 10.0.0.87 02:00:00:00:09:d6
error,2023-11-14T23:43:40.350Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:05:a5
normal,2023-11-15T00:43:10.050Z hostapd: wlan0: STA 02:00:00:00:09:5b IEEE 802.11: associated (aid 1)
normal,2023-11-15T00:21:25.050Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=3 locally_generated=1
error,2023-11-15T01:12:15.500Z hostapd: wlan0: STA 02:00:00:00:0b:2c IEEE 802.1X: authentication failed - EAP timeout
normal,2023-11-14T23:54:10.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:06:4b
error,2023-11-14T22:31:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,2023-11-14T23:51:30.050Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,2023-11-15T00:52:30.100Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
normal,2023-11-14T23:02:35.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:03:14
normal,2023-11-15T00:46:55.100Z hostapd: wlan0: STA 02:00:00:00:09:98 WPA: pairwise key handshake completed (RSN)
error,2023-11-15T00:16:00.500Z kernel: wlan0: TX status timeout for EAPOL frame
normal,2023-11-15T00:21:40.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:08:05
normal,2023-11-14T23:07:25.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-SIGNAL-CHANGE above=1 signal=-61 noise=9999 txrate=144400
normal,2023-11-15T01:23:35.100Z hostapd: wlan0: STA 02:00:00:00:0b:e4 WPA: pairwise key handshake completed (RSN)
normal,2023-11-14T23:13:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
normal,2023-11-15T00:28:10.000Z hostapd: wlan0: STA 02:00:00:00:08:6b IEEE 802.11: authenticated
normal,2023-11-14T22:28:25.150Z wpa_supplicant[212]: wlan0: WPA: Key negotiation completed with 02:11:22:33:44:66 [PTK=CCMP GTK=CCMP]
error,2023-11-14T22:54:35.350Z hostapd: wlan0: STA 02:00:00:00:02:90 IEEE 802.11: deauthenticated due to local deauth request
normal,2023-11-14T23:04:00.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
error,2023-11-14T22:23:05.300Z hostapd: wlan0: STA 02:00:00:00:00:9a WPA: 4-way handshake information element mismatch
normal,2023-11-14T23:54:15.050Z hostapd: wlan0: STA 02:00:00:00:06:4c IEEE 802.11: associated (aid 1)
normal,2023-11-14T22:54:40.050Z hostapd: wlan0: STA 02:00:00:00:02:95 IEEE 802.11: associated (aid 1)
normal,2023-11-15T00:43:40.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:09:65
error,2023-11-15T00:06:35.600Z dnsmasq-dhcp[411]: DHCPDECLINE(wlan0) 10.0.0.87 02:00:00:00:07:14
error,2023-11-14T23:34:55.800Z kernel: wlan0: connection lost from 02:11:22:33:44:55 after beacon timeout
error,2023-11-14T23:09:05.300Z hostapd: wlan0: STA 02:00:00:00:03:7a WPA: 4-way handshake information element mismatch
error,2023-11-15T01:01:35.400Z dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.0.0.87 02:00:00:00:0a:84 wrong network
error,"2023-11-15T00:51:20.100Z hostapd: wlan0: STA 02:00:00:00:09:e1 IEEE 802.11: denied association, too many stations"
error,2023-11-15T01:05:30.050Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,2023-11-15T00:17:05.250Z wpa_supplicant[212]: wlan0: WPA: replay counter did not increase - dropping packet from 02:11:22:33:44:55
error,2023-11-14T22:22:00.500Z kernel: wlan0: TX status timeout for EAPOL frame
error,2023-11-14T22:43:05.300Z hostapd: wlan0: STA 02:00:00:00:01:da WPA: 4-way handshake information element mismatch
error,2023-11-14T22:48:05.150Z hostapd: wlan0: STA 02:00:00:00:02:2a WPA: group key handshake timeout
error,2023-11-14T23:48:30.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,2023-11-14T23:36:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
normal,2023-11-15T01:11:30.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:0b:1f
error,2023-11-15T00:01:00.500Z kernel: wlan0: TX status timeout for EAPOL frame
error,2023-11-14T22:46:05.250Z wpa_supplicant[212]: wlan0: WPA: replay counter did not increase - dropping packet from 02:11:22:33:44:55
error,"2023-11-15T01:11:35.650Z kernel: IPv4: martian source 10.0.0.87 from 10.0.0.87, on dev wlan0"
error,"2023-11-14T23:35:20.100Z hostapd: wlan0: STA 02:00:00:00:05:21 IEEE 802.11: denied association, too many stations"
error,"2023-11-14T22:47:20.150Z hostapd: wlan0: STA 02:00:00:00:02:21 IEEE 802.11: authentication rejected, status_code=13"
normal,2023-11-15T00:27:00.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:08:59
normal,2023-11-15T00:45:35.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:09:84
normal,2023-11-14T22:17:55.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:00:48
error,2023-11-14T22:47:05.300Z hostapd: wlan0: STA 02:00:00:00:02:1a WPA: 4-way handshake information element mismatch
normal,2023-11-15T00:00:55.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:06:b8
normal,2023-11-14T23:05:00.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:03:39
error,2023-11-15T00:11:35.500Z dhclient[532]: No DHCPOFFERS received.
normal,2023-11-15T00:51:25.150Z wpa_supplicant[212]: wlan0: WPA: Key negotiation completed with 02:11:22:33:44:66 [PTK=CCMP GTK=CCMP]
normal,2023-11-15T01:31:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
normal,2023-11-14T23:12:55.050Z hostapd: wlan0: STA 02:00:00:00:03:b8 IEEE 802.11: associated (aid 1)
normal,2023-11-14T23:59:35.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
error,"2023-11-14T22:27:35.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-SSID-TEMP-DISABLED id=0 ssid=""LabWiFi"" auth_failures=1 duration=10 reason=WRONG_KEY"
error,"2023-11-14T23:46:20.150Z hostapd: wlan0: STA 02:00:00:00:05:d1 IEEE 802.11: authentication rejected, status_code=13"
error,2023-11-15T00:13:25.200Z hostapd: wlan0: STA 02:00:00:00:07:82 IEEE 802.11: deauthenticated due to inactivity
normal,2023-11-15T00:50:55.100Z hostapd: wlan0: STA 02:00:00:00:09:d8 WPA: pairwise key handshake completed (RSN)
error,2023-11-15T01:04:20.250Z hostapd: wlan0: STA 02:00:00:00:0a:b1 rejected due to ACL deny list
error,2023-11-15T00:21:35.350Z hostapd: wlan0: STA 02:00:00:00:08:00 IEEE 802.11: deauthenticated due to local deauth request
normal,2023-11-15T01:32:00.000Z hostapd: wlan0: STA 02:00:00:00:0c:69 IEEE 802.11: authenticated
normal,2023-11-15T01:07:10.050Z hostapd: wlan0: STA 02:00:00:00:0a:db IEEE 802.11: associated (aid 1)
error,2023-11-15T01:19:50.150Z hostapd: wlan0: STA 02:00:00:00:0b:a7 IEEE 802.11: disassociated due to excessive frame loss
normal,2023-11-15T00:07:45.100Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.87 02:00:00:00:07:26 LabPhone
error,2023-11-15T00:04:30.100Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,2023-11-14T22:14:50.150Z hostapd: wlan0: STA 02:00:00:00:00:17 IEEE 802.11: disassociated due to excessive frame loss
normal,2023-11-14T22:25:25.050Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=3 locally_generated=1
normal,2023-11-14T22:29:20.000Z hostapd: wlan0: STA 02:00:00:00:01:01 IEEE 802.11: authenticated
error,2023-11-14T23:41:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,2023-11-15T00:00:05.200Z kernel: wlan0: Michael MIC failure detected for STA 02:00:00:00:06:aa
error,2023-11-15T00:14:31.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=34
error,2023-11-15T00:49:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,"2023-11-15T01:13:00.400Z kernel: wlan0: failed to remove key (idx=0, hw_key_idx=-1)"
error,2023-11-14T22:42:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
error,2023-11-15T01:14:20.050Z hostapd: wlan0: STA 02:00:00:00:0b:51 IEEE 802.11: association denied due to unsupported rates
normal,2023-11-15T00:28:20.100Z hostapd: wlan0: STA 02:00:00:00:08:6d IEEE 802.11: associated (aid 2)
normal,2023-11-15T00:20:35.100Z hostapd: wlan0: STA 02:00:00:00:07:f4 WPA: pairwise key handshake completed (RSN)
normal,2023-11-14T23:16:00.050Z hostapd: wlan0: STA 02:00:00:00:03:e9 IEEE 802.11: associated (aid 1)
normal,2023-11-14T22:17:40.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:00:45
error,2023-11-14T23:51:05.200Z kernel: wlan0: Michael MIC failure detected for STA 02:00:00:00:06:1a
normal,2023-11-15T00:32:00.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:08:a9
error,2023-11-15T00:29:05.300Z hostapd: wlan0: STA 02:00:00:00:08:7a WPA: 4-way handshake information element mismatch
normal,2023-11-14T23:05:10.050Z hostapd: wlan0: STA 02:00:00:00:03:3b IEEE 802.11: associated (aid 1)
error,2023-11-15T01:00:35.400Z dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.0.0.87 02:00:00:00:0a:74 wrong network
error,2023-11-14T22:35:31.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=34
normal,2023-11-15T00:57:40.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:0a:45
error,2023-11-15T00:10:35.300Z kernel: wlan0: deauthenticating from 02:11:22:33:44:55 by local choice (Reason: 15)
normal,2023-11-15T00:41:15.000Z hostapd: wlan0: STA 02:00:00:00:09:3c IEEE 802.11: authenticated
normal,2023-11-14T23:07:10.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:03:5b
error,2023-11-15T00:01:35.600Z dnsmasq-dhcp[411]: DHCPDECLINE(wlan0) 10.0.0.87 02:00:00:00:06:c4
normal,2023-11-14T22:51:35.000Z hostapd: wlan0: STA 02:00:00:00:02:60 IEEE 802.11: authenticated
normal,2023-11-14T23:22:35.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:55 completed
normal,2023-11-14T22:48:00.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:02:29
normal,2023-11-15T01:11:25.150Z wpa_supplicant[212]: wlan0: WPA: Key negotiation completed with 02:11:22:33:44:66 [PTK=CCMP GTK=CCMP]
normal,2023-11-15T01:09:35.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:0b:04
error,2023-11-15T00:24:20.050Z hostapd: wlan0: STA 02:00:00:00:08:31 IEEE 802.11: association denied due to unsupported rates
error,2023-11-14T22:37:55.800Z kernel: wlan0: connection lost from 02:11:22:33:44:55 after beacon timeout
error,2023-11-15T01:29:35.350Z hostapd: wlan0: STA 02:00:00:00:0c:40 IEEE 802.11: deauthenticated due to local deauth request
error,2023-11-15T01:15:55.800Z kernel: wlan0: connection lost from 02:11:22:33:44:55 after beacon timeout
error,2023-11-14T23:13:35.450Z dnsmasq-dhcp[411]: no address available for 02:00:00:00:03:c4
normal,2023-11-14T22:45:00.050Z hostapd: wlan0: STA 02:00:00:00:01:f9 IEEE 802.11: associated (aid 1)
normal,2023-11-14T22:27:55.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:00:e8
normal,2023-11-14T23:21:35.000Z hostapd: wlan0: STA 02:00:00:00:04:40 IEEE 802.11: authenticated
error,2023-11-14T22:59:30.150Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
normal,2023-11-15T00:19:20.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=3 locally_generated=1
error,"2023-11-15T00:34:20.150Z hostapd: wlan0: STA 02:00:00:00:08:d1 IEEE 802.11: authentication rejected, status_code=13"
error,2023-11-15T00:09:35.350Z hostapd: wlan0: STA 02:00:00:00:07:40 IEEE 802.11: deauthenticated due to local deauth request
error,"2023-11-14T22:31:20.100Z hostapd: wlan0: STA 02:00:00:00:01:21 IEEE 802.11: denied association, too many stations"
error,2023-11-14T23:29:50.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=8
normal,2023-11-15T00:09:35.100Z hostapd: wlan0: STA 02:00:00:00:07:44 WPA: pairwise key handshake completed (RSN)
error,2023-11-15T00:20:25.150Z kernel: wlan0: deauthenticating from 02:11:22:33:44:55 by local choice (Reason: 7)
error,2023-11-15T00:57:30.050Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=7
normal,2023-11-15T01:25:45.000Z dnsmasq-dhcp[411]: DHCPOFFER(wlan0) 10.0.0.87 02:00:00:00:0c:06
error,2023-11-15T00:56:55.800Z kernel: wlan0: connection lost from 02:11:22:33:44:55 after beacon timeout
error,2023-11-14T23:17:35.600Z dnsmasq-dhcp[411]: DHCPDECLINE(wlan0) 10.0.0.87 02:00:00:00:04:04
normal,2023-11-15T00:25:20.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-CONNECTED - Connection to 02:11:22:33:44:66 completed
error,2023-11-14T22:47:35.550Z dhclient[532]: No working leases in persistent database - sleeping.
error,2023-11-14T23:27:40.350Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:04:a5
normal,2023-11-14T22:49:10.050Z hostapd: wlan0: STA 02:00:00:00:02:3b IEEE 802.11: associated (aid 1)
normal,2023-11-14T23:06:45.150Z dhclient[532]: DHCPREQUEST on wlan0 to 02:11:22:33:44:55 port 67
normal,2023-11-15T00:15:40.050Z hostapd: wlan0: STA 02:00:00:00:07:a5 IEEE 802.11: associated (aid 1)
normal,2023-11-14T22:50:55.100Z hostapd: wlan0: STA 02:00:00:00:02:58 WPA: pairwise key handshake completed (RSN)
normal,2023-11-14T22:48:20.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=3 locally_generated=1
normal,2023-11-15T00:06:00.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:07:09
normal,2023-11-14T23:05:30.200Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:03:3f
error,"2023-11-15T00:44:00.400Z kernel: wlan0: failed to remove key (idx=0, hw_key_idx=-1)"
normal,2023-11-14T23:13:25.050Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=3 locally_generated=1
error,2023-11-15T00:20:31.000Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=34
normal,2023-11-14T22:52:45.050Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.87 02:00:00:00:02:76
normal,2023-11-15T00:40:15.050Z hostapd: wlan0: STA 02:00:00:00:09:2c IEEE 802.11: associated (aid 1)
error,"2023-11-14T22:44:35.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-SSID-TEMP-DISABLED id=0 ssid=""LabWiFi"" auth_failures=1 duration=10 reason=WRONG_KEY"
error,"2023-11-14T22:15:35.650Z kernel: IPv4: martian source 10.0.0.87 from 10.0.0.87, on dev wlan0"
normal,2023-11-14T22:30:30.100Z hostapd: wlan0: STA 02:00:00:00:01:0f WPA: pairwise key handshake completed (RSN)
normal,2023-11-14T22:52:10.050Z hostapd: wlan0: STA 02:00:00:00:02:6b IEEE 802.11: associated (aid 1)
normal,2023-11-14T23:48:35.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:05:f4
normal,2023-11-15T01:33:00.100Z hostapd: wlan0: STA 02:00:00:00:0c:79 WPA: pairwise key handshake completed (RSN)
error,2023-11-15T00:43:05.250Z wpa_supplicant[212]: wlan0: WPA: replay counter did not increase - dropping packet from 02:11:22:33:44:55
error,2023-11-14T22:44:05.100Z hostapd: wlan0: STA 02:00:00:00:01:ea WPA: PTKSTART: 4-way handshake failed after retransmission
error,2023-11-14T22:27:50.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=8
normal,2023-11-15T00:08:55.050Z hostapd: wlan0: STA 02:00:00:00:07:38 IEEE 802.11: associated (aid 1)
normal,2023-11-14T23:34:10.000Z hostapd: wlan0: STA 02:00:00:00:05:0b IEEE 802.11: authenticated
normal,2023-11-15T00:56:00.300Z dnsmasq-dhcp[411]: DHCPACK(wlan0) 10.0.0.42 02:00:00:00:0a:29
normal,2023-11-15T01:30:10.000Z hostapd: wlan0: STA 02:00:00:00:0c:4b IEEE 802.11: authenticated
error,"2023-11-15T00:34:35.200Z wpa_supplicant[212]: wlan0: CTRL-EVENT-SSID-TEMP-DISABLED id=0 ssid=""LabWiFi"" auth_failures=1 duration=10 reason=WRONG_KEY"
error,2023-11-15T00:04:25.200Z hostapd: wlan0: STA 02:00:00:00:06:f2 IEEE 802.11: deauthenticated due to inactivity
error,2023-11-14T22:23:35.400Z dnsmasq-dhcp[411]: DHCPNAK(wlan0) 10.0.0.87 02:00:00:00:00:a4 wrong network
error,2023-11-14T22:14:35.550Z dhclient[532]: No working leases in persistent database - sleeping.
error,"2023-11-14T23:09:00.400Z kernel: wlan0: failed to remove key (idx=0, hw_key_idx=-1)"
normal,2023-11-15T01:30:30.100Z hostapd: wlan0: STA 02:00:00:00:0c:4f WPA: pairwise key handshake completed (RSN)
error,2023-11-15T01:19:00.450Z kernel: wlan0: firmware crashed while processing association response
error,2023-11-14T22:52:35.150Z hostapd: wlan0: STA 02:00:00:00:02:70 WPA: EAPOL-Key timeout
error,2023-11-14T23:34:00.550Z wpa_supplicant[212]: wlan0: CTRL-EVENT-BEACON-LOSS
error,2023-11-14T23:34:20.200Z hostapd: wlan0: STA 02:00:00:00:05:11 SAE: authentication failed
normal,2023-11-14T22:47:55.100Z hostapd: wlan0: STA 02:00:00:00:02:28 WPA: pairwise key handshake completed (RSN)
error,2023-11-14T23:28:50.150Z hostapd: wlan0: STA 02:00:00:00:04:b7 IEEE 802.11: disassociated due to excessive frame loss
normal,2023-11-14T22:49:35.100Z hostapd: wlan0: STA 02:00:00:00:02:44 WPA: pairwise key handshake completed (RSN)
error,2023-11-15T01:24:40.350Z dnsmasq-dhcp[411]: DHCPDISCOVER(wlan0) 02:00:00:00:0b:f5
error,2023-11-14T22:41:25.200Z hostapd: wlan0: STA 02:00:00:00:01:c2 IEEE 802.11: deauthenticated due to inactivity
normal,2023-11-14T22:16:25.050Z wpa_supplicant[212]: wlan0: CTRL-EVENT-DISCONNECTED bssid=02:11:22:33:44:55 reason=3 locally_generated=1
normal,2023-11-15T00:22:10.250Z dnsmasq-dhcp[411]: DHCPREQUEST(wlan0) 10.0.0.42 02:00:00:00:08:0b
